,Name,Year,Age,Tm,Pos,No.,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Int,PD,FF,FR,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Ret,Rt,Y/Rt,APYd,Player ID,QBrec,Cmp,Cmp%,TD%,Int%,AY/A,Y/C,Rate,Sk%,NY/A,ANY/A,4QC,GWD,FGA,FGM,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Y/P,RetYds,Net,NY/P,In20,In20%,Blck,QBR
3887,Ben Hawkins,1972.0,28.0,PHI,WR,18.0,14,14,,30.0,512.0,17.1,1,,,67.0,2.1,36.6,,,3.0,0.0,0,,,12.0,0.0,0.0,0.2,33.0,15.5,512.0,1,0.0,4,,,,,,,,,,,,,,,,,10319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,Ben Hawkins,1973.0,29.0,PHI,WR,18.0,4,4,,6.0,114.0,19.0,0,,,37.0,1.5,28.5,,,,,0,,,,,,,6.0,19.0,114.0,0,0.0,1,,,,,,,,,,,,,,,,,10319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,Ben Hawkins,1974.0,30.0,CLE,WR,18.0,2,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,10319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,Courtney Hawkins,1992.0,23.0,TAM,WR,5.0,16,5,36,20,336,16.8,2,,,49,1.3,21.0,55.6%,9.3,,,0,,,,,,,20,16.8,336,2,2,3,,,,,,,,,,,,,,,,,10324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,Courtney Hawkins,1993.0,24.0,TAM,WR,85.0,16,12,109,62,933,15.0,5,,,67,3.9,58.3,56.9%,8.6,,,0,,,,,,,62,15.0,933,5,2,7,,,,,,,,,,,,,,,,,10324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,Courtney Hawkins,1994.0,25.0,TAM,WR,85.0,13,12,72,37,438,11.8,5,25.0,47.2,32,2.8,33.7,51.4%,6.1,,,0,,,,,,,37,11.8,438,5,0,4,,,,,,,,,,,,,,,,,10324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,Courtney Hawkins,1995.0,26.0,TAM,WR,85.0,16,3,64,41,493,12.0,0,21.0,46.9,47,2.6,30.8,64.1%,7.7,4.0,5.0,0,1.0,25.0,11.0,1.3,0.3,0.3,45,11.1,498,0,1,4,,,,,,,,,,,,,,,,,10324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894,Courtney Hawkins,1996.0,27.0,TAM,WR,85.0,16,16,94,46,544,11.8,1,31.0,41.5,45,2.9,34.0,48.9%,5.8,1.0,-13.0,0,0.0,0.0,-13.0,-13.0,-0.8,0.1,47,11.3,531,1,1,5,,,,,,,,,,,,,,,,,10324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,Courtney Hawkins,1997.0,28.0,PIT,WR,88.0,15,3,69,45,555,12.3,3,30.0,50.7,44,3.0,37.0,65.2%,8.0,5.0,17.0,0,2.0,60.0,11.0,3.4,1.1,0.3,50,11.4,572,3,1,7,,,,,,,,,,,,,,,,,10324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,Courtney Hawkins,1998.0,29.0,PIT,WR,88.0,15,14,108,66,751,11.4,1,38.0,52.8,53,4.4,50.1,61.1%,7.0,10.0,41.0,0,4.0,40.0,14.0,4.1,2.7,0.7,76,10.4,792,1,1,6,,,,,,,,,,,,,,,,,10324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897,Courtney Hawkins,1999.0,30.0,PIT,WR,88.0,11,11,55,30,285,9.5,0,19.0,47.3,23,2.7,25.9,54.5%,5.2,,,0,,,,,,,30,9.5,285,0,0,3,,,,,,,,,,,,,,,,,10324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,Courtney Hawkins,2000.0,31.0,PIT,WR,88.0,13,5,43,19,238,12.5,1,10.0,32.6,33,1.5,18.3,44.2%,5.5,,,0,,,,,,,19,12.5,238,1,0,3,,,,,,,,,,,,,,,,,10324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,Lavelle Hawkins,2008.0,22.0,TEN,WR,87.0,13,1,12.0,7.0,68.0,9.7,0,5.0,50.0,19.0,0.5,5.2,58.3%,5.7,,,0,,,,,,,7.0,9.7,68.0,0,0.0,1,,,,,,,,,,,,,,,,,10331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,Lavelle Hawkins,2009.0,23.0,TEN,WR,87.0,10,0,14.0,7.0,110.0,15.7,0,5.0,35.7,32.0,0.7,11.0,50.0%,7.9,,,0,,,,,,,7.0,15.7,110.0,0,0.0,1,,,,,,,,,,,,,,,,,10331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,Lavelle Hawkins,2010.0,24.0,TEN,WR,87.0,6,0,6.0,5.0,61.0,12.2,0,3.0,66.7,24.0,0.8,10.2,83.3%,10.2,,,0,,,,,,,5.0,12.2,61.0,0,0.0,1,,,,,,,,,,,,,,,,,10331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,Lavelle Hawkins,2011.0,25.0,TEN,WR,87.0,16,2,77.0,47.0,470.0,10.0,1,22.0,44.2,32.0,2.9,29.4,61.0%,6.1,,,0,,,,,,,47.0,10.0,470.0,1,1.0,4,,,,,,,,,,,,,,,,,10331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,Lavelle Hawkins,2012.0,26.0,TEN,WR,87.0,7,1,11.0,5.0,62.0,12.4,0,2.0,27.3,42.0,0.7,8.9,45.5%,5.6,,,0,,,,,,,5.0,12.4,62.0,0,0.0,0,,,,,,,,,,,,,,,,,10331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,Lavelle Hawkins,2013.0,27.0,SDG,WR,10.0,4,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0.0,0,,,,,,,,,,,,,,,,,10331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,Nate Hawkins,1975.0,25.0,HOU,WR,86.0,11,0.0,,1,32,32.0,0,,,32,0.1,2.9,,,,,0,,,,,,,1,32.0,32,0,0.0,0,,,,,,,,,,,,,,,,,10334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,Steve Hawkins,1994.0,23.0,NWE,WR,80.0,7,0.0,5,2,22,11.0,0,1,40.0,14,0.3,3.1,40.0%,4.4,,,0,,,,,,,2,11.0,22,0,0.0,0,,,,,,,,,,,,,,,,,10336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,Bob Hayes,1965.0,23.0,DAL,LE,22.0,13,13,,46,1003,21.8,12,,,82,3.5,77.2,,,4.0,-8.0,1,,,11.0,-2.0,-0.6,0.3,50,19.9,995,13,3.0,11,,,,,,,,,,,,"UPI RoY-4, PB",,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,Bob Hayes,1966.0,24.0,DAL,LE,22.0,14,14,,64,1232,19.3,13,,,95,4.6,88.0,,,1.0,-1.0,0,,,-1.0,-1.0,-0.1,0.1,65,18.9,1231,13,3.0,17,,,,,,,,,,,,"AP1, PB",,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,Bob Hayes,1967.0,25.0,DAL,LE,22.0,13,13,,49,998,20.4,10,,,64,3.8,76.8,,,,,0,,,,,,,49,20.4,998,10,1.0,13,,,,,,,,,,,,"UPI MVP-5, AP2, PB",,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910,Bob Hayes,1968.0,26.0,DAL,LE,22.0,14,14,,53,909,17.2,10,,,54,3.8,64.9,,,4.0,2.0,0,,,6.0,0.5,0.1,0.3,57,16.0,911,10,2.0,14,,,,,,,,,,,,AP1,,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,Bob Hayes,1969.0,27.0,DAL,WR,22.0,10,10,,40,746,18.7,4,,,67,4.0,74.6,,,4.0,17.0,0,,,8.0,4.3,1.7,0.4,44,17.3,763,4,2.0,9,,,,,,,,,,,,,,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,Bob Hayes,1970.0,28.0,DAL,WR,22.0,13,9,,34,889,26.1,10,,,89,2.6,68.4,,,4.0,34.0,1,,,13.0,8.5,2.6,0.3,38,24.3,923,11,5.0,13,,,,,,,,,,,,,,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,Bob Hayes,1971.0,29.0,DAL,WR,22.0,14,13,,35,840,24.0,8,,,85,2.5,60.0,,,3.0,18.0,0,,,11.0,6.0,1.3,0.2,38,22.6,858,8,0.0,12,,,,,,,,,,,,,,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,Bob Hayes,1972.0,30.0,DAL,WR,22.0,12,5,,15,200,13.3,0,,,29,1.3,16.7,,,2.0,8.0,0,,,7.0,4.0,0.7,0.2,17,12.2,208,0,1.0,2,,,,,,,,,,,,,,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,Bob Hayes,1973.0,31.0,DAL,WR,22.0,13,13,,22,360,16.4,3,,,47,1.7,27.7,,,,,0,,,,,,,22,16.4,360,3,0.0,5,,,,,,,,,,,,,,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3916,Bob Hayes,1974.0,32.0,DAL,WR,22.0,12,0,,7,118,16.9,1,,,35,0.6,9.8,,,,,0,,,,,,,7,16.9,118,1,0.0,1,,,,,,,,,,,,,,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,Bob Hayes,1975.0,33.0,SFO,WR,22.0,4,3,,6,119,19.8,0,,,36,1.5,29.8,,,2.0,-2.0,0,,,-1.0,-1.0,-0.5,0.5,8,14.6,117,0,0.0,1,,,,,,,,,,,,,,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,Donald Hayes,1998.0,23.0,CAR,WR,88.0,7,0,9,3,62,20.7,0,3,33.3,35,0.4,8.9,33.3%,6.9,,,0,,,,,,,3,20.7,62,0,0.0,1,,,,,,,,,,,,,,,,,10366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919,Donald Hayes,1999.0,24.0,CAR,WR,81.0,13,1,28,11,270,24.5,2,10,39.3,56,0.8,20.8,39.3%,9.6,,,0,,,,,,,11,24.5,270,2,0.0,3,,,,,,,,,,,,,,,,,10366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,Donald Hayes,2000.0,25.0,CAR,WR,81.0,15,15,112,66,926,14.0,3,47,53.6,43,4.4,61.7,58.9%,8.3,,,0,,,,,,,66,14.0,926,3,1.0,9,,,,,,,,,,,,,,,,,10366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921,Donald Hayes,2001.0,26.0,CAR,WR,81.0,16,15,105,52,597,11.5,2,33,41.9,48,3.3,37.3,49.5%,5.7,,,0,,,,,,,52,11.5,597,2,1.0,5,,,,,,,,,,,,,,,,,10366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922,Donald Hayes,2002.0,27.0,NWE,WR,81.0,12,1,31,12,133,11.1,2,5,32.3,40,1.0,11.1,38.7%,4.3,,,0,,,,,,,12,11.1,133,2,0.0,1,,,,,,,,,,,,,,,,,10366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,Joe Hayes,1984.0,24.0,PHI,WR,80.0,12,0.0,,,,,0,,,,,,,,,441,0,,,44,,,,,,,,,0,,,,,,,,,,,,,,22.0,20.0,441.0,10375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924,Mercury Hayes,1996.0,23.0,NOR,WR,89.0,7,0.0,10.0,4.0,101.0,25.3,0,4.0,40.0,50.0,0.6,14.4,40.0%,10.1,2.0,7.0,0,1.0,50.0,5.0,3.5,1.0,0.3,6.0,18.0,108.0,0,1.0,1,,,,,,,,,,,,,,,,,10382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,Mercury Hayes,1997.0,24.0,2TM,WR,,6,0.0,1.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0%,0.0,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,10382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,Windrell Hayes,2000.0,24.0,NYJ,WR,86.0,8,1,19,6,126,21.0,0,6.0,31.6,32,0.8,15.8,31.6%,6.6,1.0,2.0,0,0.0,0.0,2.0,2.0,0.3,0.1,7.0,18.3,128.0,0,0.0,1,,,,,,,,,,,,,,,,,10391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,Windrell Hayes,2001.0,25.0,NYJ,WR,86.0,1,0,2,0,0,,0,,,0,0.0,0.0,0.0%,0.0,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,10391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928,Herb Haygood,2002.0,25.0,DEN,WR,82.0,4,0.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,0.0,,0.0,2.0,2.0,0.0,0.0,,,,,,,,10392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929,Michael Haynes,1988.0,23.0,ATL,WR,81.0,15,6,,13,232,17.8,4,,,49,0.9,15.5,,,,,0,,,,,,,13,17.8,232,4,0,2,,,,,,,,,,,,,,,,,10406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,Michael Haynes,1989.0,24.0,ATL,WR,81.0,13,11,,40,681,17.0,4,,,72,3.1,52.4,,,4.0,35.0,0,,,21.0,8.8,2.7,0.3,44,16.3,716,4,0,6,,,,,,,,,,,,,,,,,10406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,Michael Haynes,1990.0,25.0,ATL,WR,81.0,13,10,,31,445,14.4,0,,,60,2.4,34.2,,,,,0,,,,,,,31,14.4,445,0,0,4,,,,,,,,,,,,,,,,,10406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,Michael Haynes,1991.0,26.0,ATL,WR,81.0,16,16,,50,1122,22.4,11,,,80,3.1,70.1,,,,,0,,,,,,,50,22.4,1122,11,0,10,,,,,,,,,,,,,,,,,10406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,Michael Haynes,1992.0,27.0,ATL,WR,81.0,14,14,83.0,48,808,16.8,10,,,89,3.4,57.7,57.8%,9.7,,,0,,,,,,,48,16.8,808,10,0,9,,,,,,,,,,,,,,,,,10406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,Michael Haynes,1993.0,28.0,ATL,WR,81.0,16,16,135.0,72,778,10.8,4,,,98,4.5,48.6,53.3%,5.8,,,0,,,,,,,72,10.8,778,4,1,7,,,,,,,,,,,,,,,,,10406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3935,Michael Haynes,1994.0,29.0,NOR,WR,81.0,16,16,136.0,77,985,12.8,5,46.0,47.1,78,4.8,61.6,56.6%,7.2,4.0,43.0,0,4.0,75.0,15.0,10.8,2.7,0.3,81,12.7,1028,5,1,8,,,,,,,,,,,,,,,,,10406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936,Michael Haynes,1995.0,30.0,NOR,WR,81.0,16,15,95.0,41,597,14.6,4,28.0,38.9,48,2.6,37.3,43.2%,6.3,,,0,,,,,,,41,14.6,597,4,0,5,,,,,,,,,,,,,,,,,10406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,Michael Haynes,1996.0,31.0,NOR,WR,81.0,16,10,87.0,44,786,17.9,4,35.0,50.6,51,2.8,49.1,50.6%,9.0,,,0,,,,,,,44,17.9,786,4,1,6,,,,,,,,,,,,,,,,,10406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,Michael Haynes,1997.0,32.0,ATL,WR,82.0,12,0,31.0,12,154,12.8,1,7.0,25.8,24,1.0,12.8,38.7%,5.0,,,0,,,,,,,12,12.8,154,1,0,2,,,,,,,,,,,,,,,,,10406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939,Matt Hazel,2015.0,23.0,MIA,WR,83.0,5,1,1,0,0,,0,,,0,0.0,0.0,0.0%,0.0,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,10422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,Matt Hazel,2017.0,25.0,IND,WR,14.0,4,0,1,1,1,1.0,0,,0.0,1,0.3,0.3,100.0%,1.0,,,0,,,,,,,1.0,1.0,1.0,0,0.0,0,,,,,,,,,,,,,,,,,10422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,Malik Heath,2023.0,23.0,GNB,WR,18.0,13,1,24,15,125,8.3,1,6,41.7,16,1.2,9.6,62.5%,5.2,,,0,,,,,,,15,8.3,125,1,0.0,1,,,,,,,,,,,,,,,,,10452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,Ken Hebert,1968.0,24.0,PIT,WR,14.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,10458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,Steve Heckard,1965.0,22.0,RAM,WR,20.0,13,0,,1,4,4.0,0,,,4,0.1,0.3,,,,,0,,,,,,,1,4.0,4,0,0.0,0,,,,,,,,,,,,,,,,,10466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3944,Steve Heckard,1966.0,23.0,RAM,WR,20.0,12,2,,5,102,20.4,0,,,50,0.4,8.5,,,,,0,,,,,,,5,20.4,102,0,0.0,1,,,,,,,,,,,,,,,,,10466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945,Vince Heflin,1982.0,23.0,MIA,WR,88.0,6,0,,,,,0,,,,,,,,,49.0,0,,,31.0,,,,,,,,,0,,,,,,,,,,,,,,2.0,24.5,49.0,10482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946,Vince Heflin,1983.0,24.0,MIA,WR,88.0,14,0,,,19.0,19.0,0,,,19.0,,,,,,27.0,0,,,27.0,,,,,,,,,0,,,,,,,,,,,,,1.0,1.0,27.0,46.0,10482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,Vince Heflin,1984.0,25.0,MIA,WR,88.0,16,0,,,76.0,12.7,0,,,37.0,,,,,,130.0,0,,,26.0,,,,,,,,,0,,,,,,,,,,,,,6.0,9.0,14.4,206.0,10482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,Vince Heflin,1985.0,26.0,MIA,WR,88.0,5,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,98.0,10482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949,Vince Heflin,1986.0,27.0,TAM,WR,89.0,6,3,,,,,0,,,,,,,,,15.0,0,,,15.0,,,,,,,,,0,,,,,,,,,,,,,,1.0,15.0,105.0,10482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,Junior Hemingway,2012.0,24.0,KAN,WR,88.0,1,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,10525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,Junior Hemingway,2013.0,25.0,KAN,WR,88.0,16,2,20.0,13.0,125.0,9.6,2,6.0,40.0,24.0,0.8,7.8,65.0%,6.3,,,0,,,,,,,13.0,9.6,125.0,2,2.0,1,,,,,,,,,,,,,,,,,10525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,Junior Hemingway,2014.0,26.0,KAN,WR,88.0,14,1,22.0,12.0,108.0,9.0,0,8.0,45.5,17.0,0.9,7.7,54.5%,4.9,,,0,,,,,,,12.0,9.0,108.0,0,0.0,1,,,,,,,,,,,,,,,,,10525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,Devery Henderson,2004.0,22.0,NOR,WR,19.0,1,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,10537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3954,Devery Henderson,2005.0,23.0,NOR,WR,19.0,15,3,50.0,22.0,343.0,15.6,3,16.0,40.0,66.0,1.5,22.9,44.0%,6.9,1.0,9.0,0,0.0,100.0,9.0,9.0,0.6,0.1,23.0,15.3,352.0,3,0.0,2,,,,,,,,,,,,,,,,,10537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,Devery Henderson,2006.0,24.0,NOR,WR,19.0,13,7,54.0,32.0,745.0,23.3,5,28.0,53.7,76.0,2.5,57.3,59.3%,13.8,2.0,14.0,1,2.0,100.0,11.0,7.0,1.1,0.2,34.0,22.3,759.0,6,0.0,7,,,,,,,,,,,,,,,,,10537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,Devery Henderson,2007.0,25.0,NOR,WR,19.0,16,9,43.0,20.0,409.0,20.5,3,16.0,46.5,54.0,1.3,25.6,46.5%,9.5,2.0,20.0,0,1.0,100.0,15.0,10.0,1.3,0.1,22.0,19.5,429.0,3,0.0,4,,,,,,,,,,,,,,,,,10537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957,Devery Henderson,2008.0,26.0,NOR,WR,19.0,16,13,56.0,32.0,793.0,24.8,3,27.0,53.6,84.0,2.0,49.6,57.1%,14.2,4.0,33.0,0,1.0,50.0,30.0,8.3,2.1,0.3,36.0,22.9,826.0,3,1.0,8,,,,,,,,,,,,,,,,,10537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958,Devery Henderson,2009.0,27.0,NOR,WR,19.0,16,11,83.0,51.0,804.0,15.8,2,33.0,53.0,75.0,3.2,50.3,61.4%,9.7,4.0,13.0,0,1.0,50.0,13.0,3.3,0.8,0.3,55.0,14.9,817.0,2,0.0,8,,,,,,,,,,,,,,,,,10537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3959,Devery Henderson,2010.0,28.0,NOR,WR,19.0,16,11,59.0,34.0,464.0,13.6,1,22.0,49.2,57.0,2.1,29.0,57.6%,7.9,3.0,8.0,0,1.0,33.3,9.0,2.7,0.5,0.2,37.0,12.8,472.0,1,0.0,4,,,,,,,,,,,,,,,,,10537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,Devery Henderson,2011.0,29.0,NOR,WR,19.0,16,13,50.0,32.0,503.0,15.7,2,22.0,62.0,79.0,2.0,31.4,64.0%,10.1,1.0,9.0,0,1.0,100.0,9.0,9.0,0.6,0.1,33.0,15.5,512.0,2,1.0,5,,,,,,,,,,,,,,,,,10537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,Devery Henderson,2012.0,30.0,NOR,WR,19.0,15,9,47.0,22.0,316.0,14.4,1,10.0,38.3,41.0,1.5,21.1,46.8%,6.7,1.0,13.0,0,1.0,100.0,13.0,13.0,0.9,0.1,23.0,14.3,329.0,1,1.0,3,,,,,,,,,,,,,,,,,10537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,John Henderson,1965.0,22.0,DET,WR,87.0,12,1,,8,140,17.5,1,,,31,0.7,11.7,,,,,0,,,,,,,8,17.5,140,1,0.0,2,,,,,,,,,,,,,,,,,10544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,John Henderson,1966.0,23.0,DET,FL,87.0,13,1,,6,121,20.2,0,,,53,0.5,9.3,,,,,0,,,,,,,6,20.2,121,0,0.0,1,,,,,,,,,,,,,,,,,10544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,John Henderson,1967.0,24.0,DET,FL,87.0,14,6,,13,144,11.1,0,,,41,0.9,10.3,,,,,0,,,,,,,13,11.1,144,0,0.0,2,,,,,,,,,,,,,,,,,10544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,John Henderson,1968.0,25.0,MIN,FL,80.0,7,1,,4,42,10.5,0,,,12,0.6,6.0,,,,,0,,,,,,,4,10.5,42,0,0.0,1,,,,,,,,,,,,,,,,,10544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,John Henderson,1969.0,26.0,MIN,WR,80.0,14,14,,34,553,16.3,5,,,47,2.4,39.5,,,,,0,,,,,,,34,16.3,553,5,0.0,8,,,,,,,,,,,,,,,,,10544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,John Henderson,1970.0,27.0,MIN,WR,80.0,14,5,,31,527,17.0,2,,,52,2.2,37.6,,,,,0,,,,,,,31,17.0,527,2,0.0,8,,,,,,,,,,,,,,,,,10544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,John Henderson,1971.0,28.0,MIN,WR,80.0,7,2,,2,18,9.0,0,,,12,0.3,2.6,,,,,0,,,,,,,2,9.0,18,0,0.0,0,,,,,,,,,,,,,,,,,10544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
